Uniprot Accession,Description,Gene,Peptides.used.for.quantitation,Confidence.score,Molecular weight (Da),Dataset,Glucose,LB,Glycerol + AA,Acetate,Fumarate,Glucosamine,Glycerol,Pyruvate,Chemostat µ=0.5,Chemostat µ=0.35,Chemostat µ=0.20,Chemostat µ=0.12,Stationary phase 1 day,Stationary phase 3 days,Osmotic-stress glucose,42°C glucose,pH6 glucose,Xylose,Mannose,Galactose ,Succinate,Fructose
P05194,3-dehydroquinate dehydratase OS=Escherichia coli (strain K12) GN=aroD PE=1 SV=2,aroD,12,628.89,27431.21147,2,881,475,574,429,477,709,603,607,446,372,302,267,279,326,921,1016,1228,806,572,481,523,792
P09053,Valine--pyruvate aminotransferase OS=Escherichia coli (strain K12) GN=avtA PE=3 SV=3,avtA,12,614.64,46662.96822,2,553,383,424,363,368,359,372,329,370,348,251,160,52,28,537,643,494,380,237,248,274,361
P00935,Cystathionine gamma-synthase OS=Escherichia coli (strain K12) GN=metB PE=1 SV=1,metB,12,717.97,41506.48419,2,1916,235,427,1074,696,834,1347,870,1210,653,776,747,478,237,806,1442,1291,1211,1002,1016,883,1585
P06721,Cystathionine beta-lyase metC OS=Escherichia coli (strain K12) GN=metC PE=1 SV=1,metC,12,875.64,43167.00941,2,2128,319,360,760,945,799,1006,1043,1165,1017,925,778,188,281,576,689,1063,1029,1003,632,643,878
P16456,"Selenide, water dikinase OS=Escherichia coli (strain K12) GN=selD PE=1 SV=1",selD,12,687.88,36645.68535,2,708,1402,1038,671,709,644,665,667,692,611,520,463,291,309,986,843,834,789,668,392,573,574
P21156,Sulfate adenylyltransferase subunit 2 OS=Escherichia coli (strain K12) GN=cysD PE=1 SV=3,cysD,12,615.34,35147.8827,2,1300,362,797,589,813,747,854,736,871,476,360,233,126,100,537,1646,980,834,626,420,628,1113
P17854,Phosphoadenosine phosphosulfate reductase OS=Escherichia coli (strain K12) GN=cysH PE=1 SV=3,cysH,12,653.72,27940.45168,2,1861,476,1337,707,1186,1444,1572,1247,849,609,436,346,184,147,686,1440,894,1050,920,822,948,1532
P0A6C5,Amino-acid acetyltransferase OS=Escherichia coli (strain K12) GN=argA PE=1 SV=1,argA,12,584.47,49146.47652,2,333,222,142,157,190,198,253,246,365,206,169,177,76,65,186,297,207,272,235,120,194,320
P06987,Histidine biosynthesis bifunctional protein hisB OS=Escherichia coli (strain K12) GN=hisB PE=1 SV=1,hisB,12,798.46,40234.25797,2,2794,692,3068,863,1391,1294,2276,1475,1608,1324,1326,967,482,488,1217,2373,1281,1596,1877,1381,1450,1924
P07003,Pyruvate dehydrogenase [ubiquinone] OS=Escherichia coli (strain K12) GN=poxB PE=1 SV=1,poxB,12,774.23,61953.54994,2,258,170,172,435,347,363,278,150,431,470,616,865,705,720,555,405,980,229,331,511,266,250
P09394,Glycerophosphoryl diester phosphodiesterase OS=Escherichia coli (strain K12) GN=glpQ PE=1 SV=2,glpQ,12,522.55,40799.26496,2,164,1298,1396,92,106,130,624,86,108,88,70,65,54,84,81,124,47,53,75,42,64,83
P0ABA4,ATP synthase subunit delta OS=Escherichia coli (strain K12) GN=atpH PE=1 SV=1,atpH,12,788.83,19301.95116,2,7700,11886,16092,5679,7452,8325,7941,9233,6781,5654,4332,3008,2980,3028,6415,6263,5603,7979,7303,5276,8236,8789
P25437,S-(hydroxymethyl)glutathione dehydrogenase OS=Escherichia coli (strain K12) GN=frmA PE=1 SV=3,frmA,12,609.35,39315.85811,2,551,1528,897,535,604,454,672,530,461,407,370,349,222,176,494,464,647,431,852,427,469,491
P38489,Oxygen-insensitive NAD(P)H nitroreductase OS=Escherichia coli (strain K12) GN=nfnB PE=1 SV=1,nfnB,12,593.25,23872.20471,2,1503,2039,2138,713,916,1210,1149,997,927,839,620,401,243,277,1477,1510,1510,1098,886,563,788,990
P37744,Glucose-1-phosphate thymidylyltransferase 1 OS=Escherichia coli (strain K12) GN=rmlA1 PE=1 SV=2,rmlA,12,557.1,32654.70736,2,635,1510,1206,405,484,600,623,381,477,418,330,236,233,253,499,589,518,703,432,263,461,523
P0ABS1,DnaK suppressor protein OS=Escherichia coli (strain K12) GN=dksA PE=1 SV=1,dksA,11,923.54,17498.7338,2,5844,19594,14808,3644,5535,6968,6499,4650,5510,4733,4090,3294,5264,5261,10477,7390,8437,6986,5676,4069,5476,5868
P45577,ProP effector OS=Escherichia coli (strain K12) GN=proQ PE=1 SV=2,proQ,11,867.86,25858.62351,2,2318,4624,3788,1374,2304,2029,2510,1840,1992,1377,1060,825,655,551,2073,1933,2344,2508,1542,1404,2155,2924
P0A9Q1,Aerobic respiration control protein ArcA OS=Escherichia coli (strain K12) GN=arcA PE=1 SV=1,arcA,11,904.76,27256.91436,2,3367,5464,4517,3058,4278,4483,3944,2999,3704,4401,4363,4297,4039,4123,4689,4527,7828,3338,4319,5962,4265,3363
P0AG20,GTP pyrophosphokinase OS=Escherichia coli (strain K12) GN=relA PE=1 SV=1,relA,11,617.1,83805.0908,2,64,98,75,52,53,71,59,80,100,92,97,95,61,42,76,92,65,71,63,47,48,73
P37903,Universal stress protein F OS=Escherichia coli (strain K12) GN=uspF PE=1 SV=2,uspF,11,615.53,15988.50332,2,1378,3013,1651,3199,4468,3964,3356,4701,4004,5796,6788,6969,3889,4792,1605,1780,1080,1777,4770,5087,4057,2216
P39177,Universal stress protein G OS=Escherichia coli (strain K12) GN=uspG PE=1 SV=2,uspG,11,840.32,15907.2748,2,1174,3224,1172,1352,1267,1962,1088,1071,981,1219,1460,1509,4184,4048,1453,1783,2335,1076,1089,780,1012,889
P0ADW3,Putative cytochrome d ubiquinol oxidase subunit 3 OS=Escherichia coli (strain K12) GN=yhcB PE=1 SV=2,yhcB,11,912.17,14933.50295,2,5444,6150,6936,2959,4073,5178,5167,4920,4303,3335,3119,2422,2151,2667,4355,3963,3516,3324,3546,3260,3006,3814
P0ADN2,UPF0438 protein yifE OS=Escherichia coli (strain K12) GN=yifE PE=1 SV=2,yifE,11,660.67,13107.43367,2,5671,7327,8808,3271,5765,4737,6417,5882,5251,3382,2892,2405,3227,3329,8154,8417,7172,6806,4707,4282,5269,6591
P77774,Lipoprotein yfgL OS=Escherichia coli (strain K12) GN=yfgL PE=1 SV=1,bamB,11,674.84,41843.31901,2,962,1670,1404,656,908,879,925,1109,732,812,651,609,622,528,1175,1115,1021,965,857,707,804,902
P76113,Putative NADP-dependent oxidoreductase yncB OS=Escherichia coli (strain K12) GN=yncB PE=3 SV=3,curA,11,681.37,37567.99556,2,663,380,527,685,717,745,696,480,506,567,747,1020,819,773,946,441,1090,445,664,1024,493,442
P25519,GTP-binding protein hflX OS=Escherichia coli (strain K12) GN=hflX PE=1 SV=3,hflX,11,911.29,48279.34506,2,239,437,248,171,208,191,299,266,262,211,184,180,108,113,191,259,205,224,296,197,228,343
P0ACF8,DNA-binding protein H-NS OS=Escherichia coli (strain K12) GN=hns PE=1 SV=2,hns,11,778.89,15512.02414,2,22541,47133,44799,25196,33303,24712,35150,33464,34713,32872,24207,24220,22028,26982,34965,18698,35876,27234,27614,23585,26041,36221
P0ACG1,DNA-binding protein stpA OS=Escherichia coli (strain K12) GN=stpA PE=3 SV=1,stpA,11,654.45,15319.95488,2,6863,5241,2743,2121,2856,3928,2501,1898,3106,2252,1416,904,2963,2945,6727,14125,5383,3797,2926,2190,3144,3601
P39831,NADP-dependent 3-hydroxy acid dehydrogenase YdfG OS=Escherichia coli (strain K12) GN=ydfG PE=1 SV=2,ydfG,11,603.49,27213.76185,2,1891,2097,2281,1926,2088,2466,2361,2033,1948,1665,1677,1245,1437,1191,1901,2405,2644,2052,2018,1761,2530,2198
P0AC02,UPF0169 lipoprotein yfiO OS=Escherichia coli (strain K12) GN=yfiO PE=1 SV=1,bamD,11,503.65,27793.80498,2,1372,2107,1819,639,1091,1055,1086,1400,773,591,485,401,545,506,1276,1038,1044,1093,928,632,901,1160
P39286,Putative ribosome biogenesis GTPase RsgA OS=Escherichia coli (strain K12) GN=rsgA PE=1 SV=2,rsgA,11,629.32,39150.93052,2,374,392,377,196,289,300,327,310,248,203,169,187,160,154,294,432,286,319,262,216,243,282
P77247,Phosphatase YniC OS=Escherichia coli (strain K12) GN=yniC PE=1 SV=1,yniC,11,449.22,24296.69318,2,519,885,827,362,447,471,429,482,343,260,206,142,137,150,410,506,351,427,387,244,396,481
P76536,Uncharacterized protein yfeX OS=Escherichia coli (strain K12) GN=yfeX PE=3 SV=2,yfeX,11,961.12,33013.46217,2,489,1098,782,426,488,423,530,540,533,529,406,357,136,122,594,950,549,493,419,313,388,456
P22255,"3'(2'),5'-bisphosphate nucleotidase CysQ OS=Escherichia coli (strain K12) GN=cysQ PE=1 SV=2",cysQ,11,649.8,27140.68135,2,917,978,924,823,881,1068,861,837,612,633,721,968,1823,1914,1196,1136,1516,690,925,1106,680,730
P0A9K7,Phosphate transport system protein phoU OS=Escherichia coli (strain K12) GN=phoU PE=1 SV=1,phoU,11,647.52,27381.7359,2,338,587,558,203,349,312,486,413,412,348,311,272,141,157,203,314,323,363,351,351,346,333
P13024,Protein FdhE OS=Escherichia coli (strain K12) GN=fdhE PE=3 SV=2,fdhE,11,856.45,34706.33649,2,373,1583,405,208,225,334,236,293,267,264,191,171,374,56,378,362,350,281,278,231,280,249
P27249,[Protein-PII] uridylyltransferase OS=Escherichia coli (strain K12) GN=glnD PE=3 SV=2,glnD,11,575.83,102307.94,2,126,280,197,112,145,140,141,162,168,157,140,134,59,56,108,152,106,136,148,118,181,147
P0AC59,Glutaredoxin-2 OS=Escherichia coli (strain K12) GN=grxB PE=1 SV=1,grxB,11,561.28,24316.69694,2,2666,1445,1654,1907,2360,2960,1997,2300,1840,1474,1346,840,3421,3717,8405,2891,5056,2709,2849,2780,2648,2400
P0AFL3,Peptidyl-prolyl cis-trans isomerase A OS=Escherichia coli (strain K12) GN=ppiA PE=1 SV=1,ppiA,11,676.01,20400.38325,2,2576,2280,2243,2336,2284,1562,2225,2240,1143,1227,1028,1066,690,803,1488,2546,1417,1391,2068,1644,1821,1807
P0A862,Thiol peroxidase OS=Escherichia coli (strain K12) GN=tpx PE=1 SV=2,tpx,11,757.4,17806.20497,2,24694,28899,34680,17469,20976,23905,23441,24350,25981,21681,19704,14888,26493,25398,42334,34928,36799,32276,23934,24385,26644,29015
Q46845,Uncharacterized GST-like protein yghU OS=Escherichia coli (strain K12) GN=yghU PE=1 SV=2,yghU,11,716.21,32353.38694,2,769,488,645,995,1121,941,1040,911,872,1002,890,1077,739,681,988,646,1073,835,960,1299,961,718
P0AG14,Probable protease sohB OS=Escherichia coli (strain K12) GN=sohB PE=1 SV=1,sohB,11,743.39,39323.69358,2,413,426,373,269,302,391,408,356,502,349,274,279,288,317,441,525,490,605,388,241,347,619
P0A6J8,D-alanine--D-alanine ligase A OS=Escherichia coli (strain K12) GN=ddlA PE=3 SV=1,ddlA,11,845.5,39273.26165,2,140,897,770,97,89,109,91,113,83,60,39,34,163,143,298,183,225,245,82,62,98,130
P37636,Multidrug resistance protein mdtE OS=Escherichia coli (strain K12) GN=mdtE PE=1 SV=1,mdtE,11,726.93,41147.45053,2,13,24,11,26,9,7,10,8,8,9,7,8,95,95,18,33,279,13,8,7,7,7
P36767,Recombination-associated protein rdgC OS=Escherichia coli (strain K12) GN=rdgC PE=1 SV=1,rdgC,11,646.86,33953.48385,2,561,739,588,280,400,438,425,450,344,263,229,216,325,297,510,609,518,501,343,375,440,433
P0A6X7,Integration host factor subunit alpha OS=Escherichia coli (strain K12) GN=ihfA PE=1 SV=1,ihfA,11,537.93,11328.95837,2,4676,4810,4281,3415,4169,4995,5008,4234,4395,3848,4423,4516,7806,6822,7112,6857,7937,4924,4677,5093,3960,4647
P0A9F3,HTH-type transcriptional regulator CysB OS=Escherichia coli (strain K12) GN=cysB PE=3 SV=1,cysB,11,586.43,36109.85116,2,523,620,604,303,408,544,403,338,451,332,263,240,202,133,263,445,473,358,317,278,351,360
P76268,Transcriptional regulator kdgR OS=Escherichia coli (strain K12) GN=kdgR PE=1 SV=1,kdgR,11,636.45,29992.45783,2,546,866,712,444,600,663,564,547,553,516,431,427,277,244,480,692,615,605,641,572,666,710
P0ACJ0,Leucine-responsive regulatory protein OS=Escherichia coli (strain K12) GN=lrp PE=1 SV=2,lrp,11,416.09,18857.02597,2,6092,3555,6017,5416,6795,6813,7004,5778,8661,7875,7704,6712,4447,4350,7888,8024,7698,7641,5649,7500,5811,8057
P0A7J7,50S ribosomal protein L11 OS=Escherichia coli (strain K12) GN=rplK PE=1 SV=2,rplK,11,702.29,14847.87444,2,11140,27559,19476,4425,6400,7962,8006,5989,7120,4953,3818,3029,4316,4543,8317,10617,9182,8696,6518,4214,7570,9888
P68919,50S ribosomal protein L25 OS=Escherichia coli (strain K12) GN=rplY PE=1 SV=1,rplY,11,568.56,10668.70954,2,20176,45584,29690,9904,12774,15504,15540,11375,12683,9500,7645,5945,9392,8781,20054,19689,21320,19323,13321,8092,12510,17457
P0A7X3,30S ribosomal protein S9 OS=Escherichia coli (strain K12) GN=rpsI PE=1 SV=2,rpsI,11,393.35,14829.0118,2,8821,20837,14224,4480,6913,7384,7971,5852,8034,5261,3918,3184,3626,4081,6177,10002,8023,8766,5436,4149,5791,8335
P0A9Q5,Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta OS=Escherichia coli (strain K12) GN=accD PE=1 SV=1,accD,11,614.69,33282.06852,2,1660,3440,2805,858,1377,1421,1736,1397,1419,1223,1077,1107,394,500,932,1249,991,1235,1685,849,1589,1969
P10384,Long-chain fatty acid transport protein OS=Escherichia coli (strain K12) GN=fadL PE=1 SV=5,fadL,11,684.13,48493.51804,2,472,3157,3027,2176,3940,1649,1328,2459,1630,3376,3808,3936,1477,1765,354,458,417,556,2580,3285,2130,636
P0A8K1,Phosphatidylserine decarboxylase proenzyme OS=Escherichia coli (strain K12) GN=psd PE=1 SV=1,psd,11,504.8,35893.65515,2,1620,1882,1748,905,1147,1282,1470,1508,1163,1097,1026,1079,770,855,1323,1334,1221,1256,1440,1074,1318,1663
P69451,Long-chain-fatty-acid--CoA ligase OS=Escherichia coli (strain K12) GN=fadD PE=1 SV=1,fadD,11,549.24,62274.45314,2,150,539,376,228,350,175,150,263,331,458,458,412,229,236,210,303,104,139,265,225,238,135
P0AG84,Uncharacterized oxidoreductase yghA OS=Escherichia coli (strain K12) GN=yghA PE=1 SV=1,yghA,11,442.26,31450.32209,2,150,78,105,187,144,198,106,93,108,124,229,294,388,404,212,172,257,58,165,365,100,53
P0AEZ9,Molybdenum cofactor biosynthesis protein B OS=Escherichia coli (strain K12) GN=moaB PE=1 SV=2,moaB,11,868.03,18635.49217,2,2560,2778,2080,2618,2056,2683,2488,2251,2201,1336,1294,1341,6310,6135,7405,5455,6836,3048,2496,2699,1925,2427
P0AAB4,3-octaprenyl-4-hydroxybenzoate carboxy-lyase OS=Escherichia coli (strain K12) GN=ubiD PE=1 SV=1,ubiD,11,562.56,55550.30277,2,244,712,570,283,332,318,283,362,490,501,442,479,111,165,256,344,227,294,400,270,289,314
P0A759,Glucosamine-6-phosphate deaminase OS=Escherichia coli (strain K12) GN=nagB PE=1 SV=1,nagB,11,457.8,29737.06131,2,550,1141,643,704,835,1417,804,563,903,916,841,748,780,684,536,764,1058,663,974,2576,661,724
P0A8G3,Uronate isomerase OS=Escherichia coli (strain K12) GN=uxaC PE=3 SV=1,uxaC,11,599.68,53934.61332,2,143,355,188,167,231,247,228,180,215,202,228,215,145,177,122,225,144,160,232,189,177,323
P37349,"PTS-dependent dihydroxyacetone kinase, phosphotransferase subunit dhaM OS=Escherichia coli (strain K12) GN=dhaM PE=1 SV=3",dhaM,11,764.21,51398.26995,2,340,354,667,69,79,229,447,130,157,93,80,66,133,137,454,520,390,389,138,115,75,233
P69805,Mannose permease IID component OS=Escherichia coli (strain K12) GN=manZ PE=1 SV=1,manZ,11,641.02,31264.58442,2,341,475,260,242,246,1035,385,210,2547,1786,1340,809,304,249,183,524,324,351,569,189,217,739
P39325,ABC transporter periplasmic-binding protein ytfQ OS=Escherichia coli (strain K12) GN=ytfQ PE=1 SV=1,ytfQ,11,555.91,34304.83484,2,99,380,282,529,816,512,336,429,458,972,1363,1951,1472,1254,115,112,84,182,684,3003,725,199
P37051,Formyltetrahydrofolate deformylase OS=Escherichia coli (strain K12) GN=purU PE=1 SV=1,purU,11,1030.44,31896.52381,2,2304,1294,1371,1139,1346,1550,1357,1015,1774,1205,960,754,1254,1119,1771,2967,2231,2190,1383,943,1676,2332
P08331,"2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase OS=Escherichia coli (strain K12) GN=cpdB PE=1 SV=2",cpdB,11,781.63,70769.81696,2,134,536,379,262,257,249,198,221,247,281,223,206,118,85,116,178,116,202,265,189,286,183
P11446,N-acetyl-gamma-glutamyl-phosphate reductase OS=Escherichia coli (strain K12) GN=argC PE=3 SV=1,argC,11,750.6,35911.41235,2,1718,231,245,833,932,967,1243,1075,1143,634,620,590,385,340,1321,1914,1879,1573,919,813,1047,1570
P16703,Cysteine synthase B OS=Escherichia coli (strain K12) GN=cysM PE=1 SV=1,cysM,11,710.74,32625.48081,2,1533,612,1442,858,1087,1128,972,974,1167,776,534,490,548,547,1300,1187,1490,1372,801,641,1163,1181
P29745,Peptidase T OS=Escherichia coli (strain K12) GN=pepT PE=1 SV=2,pepT,11,570.65,44876.79994,2,262,204,170,314,281,277,323,279,288,259,255,275,248,226,284,348,382,227,287,281,209,275
P0A821,L-seryl-tRNA(Sec) selenium transferase OS=Escherichia coli (strain K12) GN=selA PE=1 SV=1,selA,11,684.16,50557.49581,2,181,140,188,107,164,186,185,215,199,160,134,138,97,118,152,150,182,219,182,156,189,224
P30177,Uncharacterized protein ybiB OS=Escherichia coli (strain K12) GN=ybiB PE=3 SV=1,ybiB,11,508.11,35008.05566,2,716,859,754,602,481,893,495,453,620,563,538,518,880,808,1297,1039,1554,816,562,726,455,642
P0A6L2,Dihydrodipicolinate synthase OS=Escherichia coli (strain K12) GN=dapA PE=1 SV=1,dapA,11,682.04,31232.09735,2,3589,3962,4769,2275,3066,3443,3807,3317,3071,2301,1933,1205,1825,1671,4878,4248,5035,4949,3639,2319,4026,4928
P37313,Dipeptide transport ATP-binding protein DppF OS=Escherichia coli (strain K12) GN=dppF PE=3 SV=1,dppF,11,485.78,37518.44931,2,309,235,1604,416,744,460,575,641,569,558,453,435,44,65,171,504,427,501,542,403,737,551
P0AES0,Bifunctional glutathionylspermidine synthetase/amidase OS=Escherichia coli (strain K12) GN=gsp PE=1 SV=1,gss,11,521.79,70469.40032,2,184,102,81,68,67,73,83,68,78,53,40,46,151,139,198,355,461,202,81,65,60,163
P77444,Cysteine desulfurase OS=Escherichia coli (strain K12) GN=sufS PE=1 SV=1,sufS,11,689.39,44387.51743,2,508,177,325,413,366,350,367,419,336,321,273,238,371,404,1408,450,629,701,377,343,247,326
P00909,Tryptophan biosynthesis protein trpCF OS=Escherichia coli (strain K12) GN=trpC PE=1 SV=3,trpC,11,680.1,49312.34103,2,804,95,89,334,461,590,616,653,572,464,359,312,211,252,532,852,585,496,490,477,465,813
P0AAG0,Dipeptide transport ATP-binding protein DppD OS=Escherichia coli (strain K12) GN=dppD PE=3 SV=1,dppD,11,562.55,35803.4273,2,367,434,1222,389,656,565,585,660,520,490,424,376,150,169,332,608,481,423,559,415,665,582
P0AFD1,NADH-quinone oxidoreductase subunit E OS=Escherichia coli (strain K12) GN=nuoE PE=1 SV=1,nuoE,11,656.05,18560.16361,2,748,5284,3004,785,1507,1660,1398,1192,1076,1331,1291,1058,187,214,554,805,924,793,1287,908,1356,1074
P30178,Uncharacterized oxidoreductase ybiC OS=Escherichia coli (strain K12) GN=ybiC PE=1 SV=2,ybiC,11,1210.26,38854.31329,2,1634,621,675,983,658,1006,611,708,905,670,499,384,357,420,1051,895,1669,898,646,353,554,906
P25906,Putative oxidoreductase YdbC OS=Escherichia coli (strain K12) GN=ydbC PE=1 SV=1,ydbC,11,694.81,30668.76971,2,413,345,414,947,860,741,603,557,689,874,915,1411,880,972,592,222,633,327,667,883,578,343
P0ABA0,ATP synthase subunit b OS=Escherichia coli (strain K12) GN=atpF PE=1 SV=1,atpF,11,685.03,17235.28982,2,8988,13934,18264,5495,9735,9147,9956,11267,7598,5943,4337,3471,5133,4762,8709,8456,6360,9156,8575,5249,8841,9158
P24232,Flavohemoprotein OS=Escherichia coli (strain K12) GN=hmp PE=1 SV=1,hmp,11,595.45,43822.01281,2,149,349,277,44,102,108,84,85,144,99,71,41,68,86,1015,230,140,168,141,54,106,130
P28304,Quinone oxidoreductase 1 OS=Escherichia coli (strain K12) GN=qorA PE=1 SV=1,qorA,11,730.37,35132.52887,2,871,678,910,1623,1223,1499,1250,1119,907,1083,1256,1814,1740,1718,1241,1407,2093,968,1332,2085,1018,893
P25714,Inner membrane protein oxaA OS=Escherichia coli (strain K12) GN=oxaA PE=1 SV=2,yidC,10,523.71,61468.37581,2,842,2030,1523,486,714,840,866,843,1081,816,729,672,331,459,533,897,858,791,888,502,729,1091
P0AED0,Universal stress protein A OS=Escherichia coli (strain K12) GN=uspA PE=1 SV=2,uspA,10,859.56,16038.13696,2,37520,30073,27116,42810,30104,35266,33285,55564,45855,48443,55625,53570,13250,20160,44183,31152,25681,39232,51638,34691,24290,31448
P0AF28,Nitrate/nitrite response regulator protein narL OS=Escherichia coli (strain K12) GN=narL PE=1 SV=1,narL,10,696.62,23893.68135,2,1239,1765,1328,1109,1202,1542,1284,1041,935,809,748,490,804,632,1300,1633,1290,1151,1389,1186,1078,1063
P0A8I3,UPF0246 protein yaaA OS=Escherichia coli (strain K12) GN=yaaA PE=1 SV=1,yaaA,10,549.35,29549.3024,2,803,1105,907,432,519,747,599,570,462,366,290,183,107,89,535,674,541,738,651,387,538,835
P0A8E7,UPF0234 protein yajQ OS=Escherichia coli (strain K12) GN=yajQ PE=1 SV=2,yajQ,10,890.51,18314.5428,2,10057,10699,14430,6357,7517,8787,7733,8010,8008,6578,5915,6386,7152,7357,12352,12640,13272,8961,7248,7202,6753,8699
P0A8B5,UPF0133 protein ybaB OS=Escherichia coli (strain K12) GN=ybaB PE=1 SV=1,ybaB,10,701.89,11988.91312,2,6880,11963,9845,3611,5005,5221,5855,5501,4956,3480,2800,2590,3149,3267,7769,7447,7196,6038,5206,3434,5491,6422
P76097,Uncharacterized protein ydcJ OS=Escherichia coli (strain K12) GN=ydcJ PE=4 SV=1,ydcJ,10,395.81,50992.62968,2,43,61,66,55,126,62,84,50,67,79,106,142,73,59,41,49,60,37,59,98,65,44
P43672,ABC transporter ATP-binding protein uup OS=Escherichia coli (strain K12) GN=uup PE=1 SV=2,uup,10,532.11,72004.14163,2,156,420,256,95,93,120,111,106,143,110,86,70,37,45,105,117,112,126,127,77,116,157
P33920,Nucleoid-associated protein YejK OS=Escherichia coli (strain K12) GN=yejK PE=1 SV=3,yejK,10,670.39,37781.14933,2,833,1147,1095,480,726,585,666,571,635,557,484,516,396,347,580,648,593,750,763,611,774,853
P0ADR8,LOG family protein ygdH OS=Escherichia coli (strain K12) GN=ygdH PE=1 SV=1,ygdH,10,599.49,50921.20064,2,199,597,296,183,245,218,231,161,247,238,208,193,165,178,178,137,314,261,209,197,223,209
P0A894,UPF0042 nucleotide-binding protein yhbJ OS=Escherichia coli (strain K12) GN=yhbJ PE=1 SV=1,yhbJ,10,533.08,32453.73402,2,231,225,152,165,225,208,224,220,213,201,209,187,96,105,202,355,254,247,238,216,210,236
P46853,Uncharacterized oxidoreductase yhhX OS=Escherichia coli (strain K12) GN=yhhX PE=1 SV=1,yhhX,10,569.68,38722.71557,2,424,792,608,334,369,386,412,405,324,312,243,236,347,237,559,485,603,461,310,292,356,407
P31658,Chaperone protein hchA OS=Escherichia coli (strain K12) GN=hchA PE=1 SV=3,hchA,10,452.82,31152.59493,2,628,848,300,1217,774,1038,602,344,530,573,701,816,2156,1765,1211,2571,1864,413,719,842,527,462
P0A9V1,Lipopolysaccharide export system ATP-binding protein LptB OS=Escherichia coli (strain K12) GN=lptB PE=1 SV=2,lptB,10,833,26766.07681,2,1635,2132,2060,917,1394,1162,1419,1415,1144,970,951,880,618,577,1128,1216,1207,1143,1091,1010,1116,1308
P33940,Malate:quinone oxidoreductase OS=Escherichia coli (strain K12) GN=mqo PE=1 SV=2,mqo,10,558.03,60173.82383,2,146,255,89,47,13,19,12,222,10,10,14,9,20,24,181,29,46,304,14,28,29,131
P67087,Ribosomal RNA small subunit methyltransferase I OS=Escherichia coli (strain K12) GN=rsmI PE=1 SV=1,rsmI,10,655.6,31310.56676,2,383,513,336,243,259,271,295,322,224,187,155,132,160,154,310,299,261,302,269,224,233,283
